"animal_id","current_age","datetime","age_upon_intake_1","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted","outcome_subtype","outcome_type","datetime_left","date_of_birth","age_upon_outcome_1"
"A667419",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Female","German Shepherd Mix","Sable/Tan","true",,"Adoption",12/24/13 3:18 PM,"2012-05-17",0.0
"A667420",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd Mix","Black/Tan","false","Partner","Transfer",11/19/13 6:58 PM,"2013-10-01",0.0
"A667421",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd Mix","Black/Tan","false","Partner","Transfer",11/19/13 6:58 PM,"2013-10-01",0.0
"A667422",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Female","German Shepherd Mix","Black/Tan","false","Partner","Transfer",11/19/13 6:58 PM,"2013-10-01",0.0
"A667423",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd Mix","Black/Tan","false","Partner","Transfer",11/19/13 6:59 PM,"2013-10-01",0.0
"A667424",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd Mix","Black/Tan","false","Partner","Transfer",11/19/13 6:59 PM,"2013-10-01",0.0
"A667425",10.0,11/17/13 5:50 PM,0.0,"Creedmoor (TX)","Owner Surrender","Normal","Dog","Intact","Female","German Shepherd Mix","Black/Tan","false","Partner","Transfer",11/19/13 6:59 PM,"2013-10-01",0.0
"A667426",18.0,11/17/13 6:06 PM,8.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black","true",,"Adoption",1/12/14 3:00 PM,"2005-11-17",8.0
"A667431",13.0,11/17/13 9:28 PM,3.0,"9300 S I 35 in Austin (TX)","Public Assist","Injured","Dog","Neutered","Female","Dachshund","Brown","false","Foster","Adoption",12/1/13 11:43 AM,"2010-11-18",3.0
"A667432",13.0,11/18/13 1:12 AM,3.0,"12034 Research Blvd in Austin (TX)","Public Assist","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","false",,"Return to Owner",11/26/13 12:47 PM,"2010-11-18",3.0
"A667433",10.0,11/18/13 1:16 AM,0.0,"2704 Rio Grande in Austin (TX)","Wildlife","Normal","Other",,,"Bat","Brown/Black","false","Rabies Risk","Euthanasia",11/18/13 9:38 AM,"2013-10-18",0.0
"A667434",12.0,11/18/13 7:59 AM,2.0,"Slaughter And Manchaca in Austin (TX)","Stray","Normal","Dog","Intact","Female","Australian Shepherd","Tricolor","true",,"Adoption",12/1/13 6:22 PM,"2011-11-18",2.0
"A667439",12.0,11/18/13 12:45 PM,2.0,"City Park/Oak Shores Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Tan/Black","false",,"Return to Owner",11/23/13 1:43 PM,"2011-11-18",2.0
"A667440",10.0,11/18/13 10:59 AM,0.0,"8617 Spicewood Springs in Austin (TX)","Wildlife","Sick","Other",,,"Fox Mix","Gray/Red","false","Rabies Risk","Euthanasia",11/18/13 11:20 AM,"2012-11-18",0.0
"A667443",10.0,11/18/13 11:26 AM,0.0,"5309 Cannon Mt Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Longhair Mix","Black","false","Partner","Transfer",11/20/13 1:57 PM,"2013-09-18",0.0
"A667446",10.0,11/18/13 11:31 AM,0.0,"12507 Esplanade in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Medium Hair Mix","Black/White","false","SCRP","Transfer",11/20/13 3:48 PM,"2013-07-18",0.0
"A667447",10.0,11/18/13 11:42 AM,0.0,"715 E 8Th St in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Medium Hair Mix","Blue Tabby","false","Partner","Transfer",11/23/13 2:30 PM,"2013-06-18",0.0
"A667448",10.0,11/18/13 11:42 AM,0.0,"715 E 8Th St in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","White","false","Partner","Transfer",11/23/13 2:31 PM,"2013-06-18",0.0
"A667452",13.0,11/18/13 12:34 PM,3.0,"8000 Westgate in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Longhair Mix","Tricolor","true",,"Adoption",11/22/13 5:02 PM,"2010-11-18",3.0
"A667454",10.0,11/18/13 1:18 PM,0.0,"14745 Merrilltown Dr. in Austin (TX)","Wildlife","Normal","Other",,,"Bat Mix","Gray","false","Rabies Risk","Euthanasia",11/18/13 1:36 PM,"2013-05-18",0.0
"A667455",10.0,11/18/13 12:55 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair/Lhasa Apso","White/Tan","false","Partner","Transfer",11/20/13 1:32 PM,"2012-11-18",0.0
"A667456",10.0,11/18/13 12:55 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Tricolor","false","Partner","Transfer",11/20/13 1:32 PM,"2012-11-18",0.0
"A667458",9.0,1/5/17 5:00 PM,3.0,"5305 Mathra Dr in Del Valle (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",3/25/15 1:24 PM,"2013-01-18",2.0
"A667458",9.0,1/5/17 5:00 PM,3.0,"5305 Mathra Dr in Del Valle (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","true",,"Adoption",1/14/14 2:20 PM,"2013-01-18",0.0
"A667458",9.0,1/5/17 5:00 PM,3.0,"5305 Mathra Dr in Del Valle (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",1/5/17 7:25 PM,"2013-01-18",3.0
"A667458",10.0,11/18/13 1:19 PM,0.0,"8401 Research Blvd. in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",3/25/15 1:24 PM,"2013-01-18",2.0
"A667458",10.0,11/18/13 1:19 PM,0.0,"8401 Research Blvd. in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","true",,"Adoption",1/14/14 2:20 PM,"2013-01-18",0.0
"A667458",10.0,11/18/13 1:19 PM,0.0,"8401 Research Blvd. in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",1/5/17 7:25 PM,"2013-01-18",3.0
"A667458",10.0,3/24/15 6:02 PM,2.0,"Hwy 71 And 130 in Del Valle (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",3/25/15 1:24 PM,"2013-01-18",2.0
"A667458",10.0,3/24/15 6:02 PM,2.0,"Hwy 71 And 130 in Del Valle (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","true",,"Adoption",1/14/14 2:20 PM,"2013-01-18",0.0
"A667458",10.0,3/24/15 6:02 PM,2.0,"Hwy 71 And 130 in Del Valle (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",1/5/17 7:25 PM,"2013-01-18",3.0
"A667459",10.0,11/18/13 1:53 PM,0.0,"S 6Th St/Herndon Ln in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Medium Hair Mix","White","true",,"Adoption",11/24/13 6:09 PM,"2013-09-17",0.0
"A667460",9.0,2/23/14 12:00 PM,0.0,"2425 E Riverside Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White","false",,"Return to Owner",2/24/14 1:33 PM,"2013-09-03",0.0
"A667460",9.0,2/23/14 12:00 PM,0.0,"2425 E Riverside Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White","true",,"Adoption",11/22/13 6:25 PM,"2013-09-03",0.0
"A667460",10.0,11/18/13 1:53 PM,0.0,"S 6Th St/Herndon Ln in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","White","false",,"Return to Owner",2/24/14 1:33 PM,"2013-09-03",0.0
"A667460",10.0,11/18/13 1:53 PM,0.0,"S 6Th St/Herndon Ln in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","White","true",,"Adoption",11/22/13 6:25 PM,"2013-09-03",0.0
"A667461",10.0,11/18/13 1:53 PM,0.0,"S 6Th St/Herndon Ln in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby","true",,"Adoption",11/24/13 6:10 PM,"2013-09-17",0.0
"A667462",10.0,11/18/13 1:58 PM,0.0,"1300 Crossing Pl in Austin (TX)","Stray","Normal","Cat","Intact","Male","Siamese Mix","Blue Point","true",,"Adoption",11/24/13 5:52 PM,"2013-05-18",0.0
"A667463",10.0,11/18/13 1:55 PM,0.0,"Pleasant Valley And Wickersham in Austin (TX)","Stray","Normal","Dog","Intact","Female","Eng Toy Spaniel Mix","White/Tan","false","Foster","Adoption",12/14/13 8:59 AM,"2013-08-07",0.0
"A667464",10.0,11/18/13 1:58 PM,0.0,"1300 Crossing Pl in Austin (TX)","Stray","Normal","Cat","Intact","Male","Siamese Mix","Flame Point","true",,"Adoption",11/24/13 5:42 PM,"2013-01-18",0.0
"A667464",10.0,11/18/13 1:58 PM,0.0,"1300 Crossing Pl in Austin (TX)","Stray","Normal","Cat","Intact","Male","Siamese Mix","Flame Point","true",,"Adoption",4/23/14 4:36 PM,"2013-01-18",0.0
"A667464",9.0,4/23/14 12:01 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Siamese Mix","Flame Point","true",,"Adoption",11/24/13 5:42 PM,"2013-01-18",0.0
"A667464",9.0,4/23/14 12:01 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Siamese Mix","Flame Point","true",,"Adoption",4/23/14 4:36 PM,"2013-01-18",0.0
"A667467",22.0,11/18/13 3:00 PM,12.0,"4002 Stonecroft in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","White/Orange","false",,"Return to Owner",11/19/13 11:53 AM,"2001-11-18",12.0
"A667468",19.0,11/19/13 6:31 PM,9.0,"Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Brittany","White/Liver","false",,"Return to Owner",11/29/13 2:21 PM,"2004-11-18",9.0
"A667469",13.0,11/18/13 3:31 PM,3.0,"5003 N Imperial Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown/White","false","Partner","Transfer",12/6/13 11:57 AM,"2010-11-18",3.0
"A667470",10.0,11/18/13 3:40 PM,0.0,"124 W Anderson Ln in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Blue/White","false","Foster","Adoption",2/8/14 12:48 PM,"2013-10-20",0.0
"A667472",10.0,11/18/13 4:39 PM,0.0,"900 E 51St St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Dachshund Mix","Black/White","true",,"Adoption",11/23/13 5:40 PM,"2013-07-04",0.0
"A667474",12.0,11/18/13 5:24 PM,2.0,"9100 Us 290 in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Blue/White","true",,"Adoption",1/3/14 5:41 PM,"2011-11-18",2.0
"A667475",14.0,11/18/13 5:28 PM,4.0,"Ih 35/Cameron Rd in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true",,"Adoption",12/17/13 5:08 PM,"2008-11-30",5.0
"A667481",12.0,11/18/13 5:58 PM,2.0,"1700 Ledgewood Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Rottweiler Mix","Black/Brown","false",,"Return to Owner",11/20/13 6:56 PM,"2011-11-18",2.0
"A667482",10.0,11/18/13 6:06 PM,0.0,"3300 Hycreek Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Black/White","false","Partner","Transfer",11/22/13 11:17 AM,"2013-09-03",0.0
"A667484",10.0,11/18/13 6:17 PM,0.0,"1703 Ledgewood Dr in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false","Rabies Risk","Euthanasia",11/18/13 6:24 PM,"2012-11-18",0.0
"A667487",9.0,11/1/14 11:01 AM,0.0,"6109 River Place in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Bloodhound Mix","Black/Brown","false",,"Return to Owner",11/3/14 11:22 AM,"2013-05-18",0.0
"A667489",13.0,11/18/13 6:48 PM,3.0,"5008 Cape Verde Cv in Austin (TX)","Stray","Injured","Dog","Intact","Male","Pit Bull Mix","Brown","false",,"Return to Owner",11/22/13 3:36 PM,"2010-11-18",3.0
"A667490",12.0,11/18/13 6:48 PM,2.0,"5008 Cape Verde Cv in Austin (TX)","Stray","Injured","Dog","Intact","Female","Wire Hair Fox Terrier Mix","Tan/White","false",,"Return to Owner",11/23/13 5:28 PM,"2011-11-18",2.0
"A667491",10.0,11/18/13 7:08 PM,0.0,"412 E William Cannon in Austin (TX)","Wildlife","Normal","Other",,,"Raccoon","Brown/Black","false","Medical","Euthanasia",11/18/13 7:29 PM,"2013-10-18",0.0
"A667492",10.0,11/18/13 11:31 PM,0.0,"14301 Kincheloe in Travis (TX)","Wildlife","Normal","Other",,,"Bat","Brown/Black","false","Rabies Risk","Euthanasia",11/19/13 8:19 AM,"2013-10-18",0.0
"A667495",16.0,11/19/13 7:31 AM,6.0,"Redd And Jester in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black","false","Partner","Transfer",11/26/13 2:25 PM,"2007-11-19",6.0
"A667496",10.0,11/19/13 7:40 AM,0.0,"7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","Partner","Transfer",1/2/14 2:39 PM,"2013-10-15",0.0
"A667497",10.0,11/19/13 7:40 AM,0.0,"7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black","false","Partner","Transfer",1/2/14 2:40 PM,"2013-10-15",0.0
"A667498",10.0,11/19/13 7:40 AM,0.0,"7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","Partner","Transfer",1/2/14 2:41 PM,"2013-10-15",0.0
"A667499",10.0,11/19/13 9:21 AM,0.0,"6118 Fairway in Austin (TX)","Stray","Injured","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby","false","Suffering","Euthanasia",11/20/13 3:08 PM,"2013-09-27",0.0
"A667505",12.0,11/19/13 11:05 AM,2.0,"2932 Ellon Rd in Del Valle (TX)","Stray","Normal","Cat",,,"Domestic Shorthair Mix","Brown Tabby/White","false","SCRP","Transfer",11/20/13 3:48 PM,"2011-11-19",2.0
"A667507",16.0,11/19/13 11:32 AM,6.0,"1115 West 10Th Street in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","false",,"Return to Owner",11/19/13 12:30 PM,"2007-11-19",6.0
"A667508",13.0,11/19/13 11:35 AM,3.0,"Escobicia Rd And Davis St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Chocolate/Tan","false",,"Return to Owner",11/19/13 6:30 PM,"2010-03-10",3.0
"A667508",13.0,11/19/13 11:35 AM,3.0,"Escobicia Rd And Davis St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Chocolate/Tan","false","Partner","Transfer",3/20/16 12:11 PM,"2010-03-10",6.0
"A667508",12.0,3/7/16 2:37 PM,5.0,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Chocolate/Tan","false",,"Return to Owner",11/19/13 6:30 PM,"2010-03-10",3.0
"A667508",12.0,3/7/16 2:37 PM,5.0,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Chocolate/Tan","false","Partner","Transfer",3/20/16 12:11 PM,"2010-03-10",6.0
"A667511",10.0,11/19/13 11:53 AM,0.0,"Austin (TX)","Euthanasia Request","Sick","Cat","Intact","Female","Domestic Medium Hair Mix","Brown Tabby","false","Suffering","Euthanasia",11/19/13 1:43 PM,"2013-09-04",0.0
"A667512",10.0,11/19/13 11:56 AM,0.0,"4900 Ledesma Rd in Austin (TX)","Stray","Normal","Dog","Intact","Male","Plott Hound Mix","Brown Brindle/White","false","Partner","Transfer",11/30/13 3:57 PM,"2013-07-19",0.0
"A667513",10.0,11/19/13 12:13 PM,0.0,"8437 Twiggy Ln in Austin (TX)","Stray","Normal","Dog","Intact","Female","Miniature Poodle Mix","Black","true",,"Adoption",11/24/13 4:46 PM,"2012-05-19",0.0
"A667516",12.0,11/19/13 12:21 PM,2.0,"4115 South Congress Ave in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Medium Hair Mix","Black Smoke","false","Partner","Transfer",12/24/13 12:55 PM,"2011-11-19",2.0
"A667517",12.0,11/19/13 12:21 PM,2.0,"4115 South Congress Ave in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Black","false","Partner","Transfer",12/8/13 2:32 PM,"2011-11-19",2.0
"A667518",12.0,11/19/13 12:48 PM,2.0,"Great Hills And Research Blvd in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Tortie","false",,"Return to Owner",11/23/13 3:54 PM,"2011-11-19",2.0
"A667519",10.0,11/19/13 1:02 PM,0.0,"8082 Thaxton Rd in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Calico","false","SCRP","Transfer",11/20/13 3:47 PM,"2013-06-19",0.0
"A667520",14.0,11/19/13 1:21 PM,4.0,"5408 S Hearsey in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Shih Tzu/Miniature Poodle","Apricot/White","false","Partner","Transfer",11/23/13 4:00 PM,"2009-11-19",4.0
"A667521",13.0,11/19/13 1:31 PM,3.0,"Slaughter And 35 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Border Terrier Mix","White/Tan","false",,"Return to Owner",11/19/13 2:32 PM,"2010-11-19",3.0
"A667523",12.0,11/19/13 2:06 PM,2.0,"900 Tudor House in Travis (TX)","Stray","Normal","Dog","Intact","Female","Rottweiler Mix","Black/Brown","true",,"Adoption",11/24/13 5:18 PM,"2011-11-19",2.0
"A667524",10.0,11/19/13 2:08 PM,0.0,"2507 Parker Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","American Pit Bull Terrier Mix","Brown/White","false","Rabies Risk","Euthanasia",2/1/14 2:22 PM,"2012-11-19",0.0
"A667525",10.0,11/19/13 2:08 PM,0.0,"2507 Parker Ln in Austin (TX)","Stray","Normal","Dog","Intact","Female","Jack Russell Terrier","White/Brown","true",,"Adoption",12/2/13 5:01 PM,"2012-11-19",0.0
"A667526",10.0,11/19/13 2:08 PM,0.0,"412 E William Cannon in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","true",,"Adoption",12/14/13 7:14 PM,"2013-05-19",0.0
"A667526",10.0,11/19/13 2:08 PM,0.0,"412 E William Cannon in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","false","SCRP","Transfer",11/20/13 3:28 PM,"2013-05-19",0.0
"A667526",10.0,11/29/13 5:30 PM,0.0,"412 E William Cannon Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","true",,"Adoption",12/14/13 7:14 PM,"2013-05-19",0.0
"A667526",10.0,11/29/13 5:30 PM,0.0,"412 E William Cannon Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","false","SCRP","Transfer",11/20/13 3:28 PM,"2013-05-19",0.0
"A667527",12.0,11/19/13 2:13 PM,2.0,"2011 Blue Meadow in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Brown/White","false",,"Return to Owner",11/22/13 5:55 PM,"2011-11-20",2.0
"A667528",10.0,11/19/13 2:20 PM,0.0,"4201 S 1St in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false","Rabies Risk","Euthanasia",11/19/13 2:58 PM,"2012-11-19",0.0
"A667529",12.0,11/19/13 2:01 PM,2.0,"Del Valle (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Tortie","false","Partner","Transfer",12/27/13 3:49 PM,"2011-11-19",2.0
"A667530",12.0,11/19/13 2:01 PM,2.0,"Del Valle (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico","false","Partner","Transfer",12/27/13 3:49 PM,"2011-11-19",2.0
"A667532",12.0,11/19/13 2:39 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Labrador Retriever/Pit Bull","Black","false","Aggressive","Euthanasia",11/21/13 2:56 PM,"2011-11-19",2.0
"A667533",12.0,11/19/13 2:39 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever/Pit Bull","Black","false","Partner","Transfer",11/29/13 7:28 PM,"2011-11-19",2.0
"A667534",17.0,11/19/13 2:39 PM,7.0,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Labrador Retriever/Pit Bull","Black","false","Aggressive","Euthanasia",11/22/13 3:56 PM,"2006-11-19",7.0
"A667535",10.0,11/19/13 3:10 PM,0.0,"2400 Willow St in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","SCRP","Transfer",11/20/13 3:28 PM,"2012-11-19",0.0
"A667537",10.0,11/19/13 3:17 PM,0.0,"Montopolis And Hogan in Austin (TX)","Stray","Normal","Dog","Intact","Female","Australian Cattle Dog Mix","Red Merle/Black","true",,"Adoption",11/25/13 5:07 PM,"2013-09-03",0.0
"A667538",10.0,11/19/13 2:57 PM,0.0,"Austin (TX)","Owner Surrender","Injured","Dog","Intact","Male","Chihuahua Shorthair/Dachshund","Brown/White","true",,"Adoption",12/28/13 4:35 PM,"2012-05-19",0.0
"A667541",9.0,10/22/14 3:33 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/Tan","false","Partner","Transfer",10/29/14 2:00 PM,"2013-06-19",0.0
"A667543",16.0,11/19/13 4:10 PM,6.0,"San Jacinto Blvd And E 23 Rd St in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Blue Tabby","false","Suffering","Euthanasia",11/28/13 11:33 AM,"2007-11-19",6.0
"A667544",10.0,11/19/13 4:26 PM,0.0,"6902 Frontera Trl in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Blue/White","false","SCRP","Transfer",11/22/13 5:16 PM,"2012-11-19",0.0
"A667545",10.0,11/19/13 4:29 PM,0.0,"5801 Ainez in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull/Mastiff","Red/White","false",,"Return to Owner",11/23/13 4:23 PM,"2013-03-20",0.0
"A667547",10.0,11/19/13 5:19 PM,0.0,"2404 Willow St in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby","false","SCRP","Transfer",11/20/13 3:29 PM,"2012-11-19",0.0
"A667549",18.0,11/19/13 5:45 PM,8.0,"Manchaca And Slaughter in Austin (TX)","Stray","Injured","Dog","Neutered","Male","Labrador Retriever","Chocolate","false","Partner","Transfer",12/3/13 11:04 AM,"2005-11-19",8.0
"A667550",15.0,11/19/13 5:49 PM,5.0,"7007 Mount Carrell Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown/White","false",,"Return to Owner",11/20/13 5:16 PM,"2008-11-19",5.0
"A667551",10.0,11/19/13 5:55 PM,0.0,"10819 Crown Colony Dr. in Austin (TX)","Wildlife","Sick","Other",,,"Bat Mix","Brown","false","Rabies Risk","Euthanasia",11/19/13 6:52 PM,"2013-05-19",0.0
"A667553",10.0,11/19/13 6:25 PM,0.0,"1111 W Anderson Ln in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false","Rabies Risk","Euthanasia",11/19/13 6:58 PM,"2013-10-19",0.0
"A667555",10.0,11/19/13 6:53 PM,0.0,"Suena Dr & Varquez St in Austin (TX)","Wildlife","Sick","Other",,,"Raccoon Mix","Gray/Black","false","Rabies Risk","Euthanasia",11/19/13 6:59 PM,"2012-11-19",0.0
