"last_recorded_age","birth_year","animal_id","datetime","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted"
4.0,2011.0,"A642692",12/5/14 2:06 PM,"2214 William Barton in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2011.0,"A642692",12/5/14 2:06 PM,"2214 William Barton in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
6.0,2011.0,"A642692",12/5/14 2:06 PM,"2214 William Barton in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",3/5/17 11:32 AM,"700 Robert E Lee in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",3/5/17 11:32 AM,"700 Robert E Lee in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2012.0,"A642692",3/5/17 11:32 AM,"700 Robert E Lee in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",3/5/17 11:32 AM,"700 Robert E Lee in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
5.0,2012.0,"A642692",3/5/17 11:32 AM,"700 Robert E Lee in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",7/10/15 8:26 PM,"608 S Lamar Blvd in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",7/10/15 8:26 PM,"608 S Lamar Blvd in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2012.0,"A642692",7/10/15 8:26 PM,"608 S Lamar Blvd in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",7/10/15 8:26 PM,"608 S Lamar Blvd in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
5.0,2012.0,"A642692",7/10/15 8:26 PM,"608 S Lamar Blvd in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
13.0,2010.0,"A642712",1/5/16 11:37 AM,"Crownover St And Caleb Dr in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Pit Bull Mix","White/Gray Tiger",
6.0,2010.0,"A642720",4/3/16 2:36 PM,"2736 Shire Ridge Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Schnauzer","Gray","false"
9.0,2005.0,"A642814",11/29/14 11:19 AM,"Pleasant Valley/Lakeshore Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Tan/White","false"
3.0,2012.0,"A642830",11/22/15 4:39 PM,"4901 Oldfort Hill in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Pit Bull Mix","Brown/White","false"
9.0,2005.0,"A642859",4/13/14 2:47 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Rat Terrier","White/Tricolor","true"
2.0,2013.0,"A642867",2/3/15 2:04 PM,"Bander Woods Blvd And Burnet Forest Cv in Travis (TX)","Stray","Normal","Cat","Neutered","Female","Siamese Mix","Lilac Point","false"
9.0,2005.0,"A642905",2/28/14 6:29 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Siamese Mix","Flame Point","false"
2.0,2011.0,"A642922",11/13/13 1:13 PM,"Travis (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Blue Lacy/Great Dane","Tan/White","false"
2.0,2012.0,"A642946",11/13/14 12:47 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
2.0,2012.0,"A642946",11/13/14 12:47 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
1.0,2012.0,"A642946",11/13/14 12:47 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
1.0,2013.0,"A642946",11/2/13 3:07 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
1.0,2013.0,"A642946",11/2/13 3:07 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
0.0,2013.0,"A642946",11/2/13 3:07 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
0.0,2014.0,"A642946",3/1/14 11:05 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
0.0,2014.0,"A642946",3/1/14 11:05 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
-1.0,2014.0,"A642946",3/1/14 11:05 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
12.0,2002.0,"A642950",9/19/14 9:19 PM,"9300 S Ih 35 in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pit Bull Mix","Red/White","false"
3.0,2012.0,"A642962",11/21/16 12:45 PM,"13301 Briarcreek Loop in Travis (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A642962",11/21/16 12:45 PM,"13301 Briarcreek Loop in Travis (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A642962",11/21/16 12:45 PM,"13301 Briarcreek Loop in Travis (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
3.0,2012.0,"A642962",12/23/16 3:39 PM,"Travis (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A642962",12/23/16 3:39 PM,"Travis (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A642962",12/23/16 3:39 PM,"Travis (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
3.0,2012.0,"A642962",2/15/15 12:24 PM,"Briarcreek Loop in Manor (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A642962",2/15/15 12:24 PM,"Briarcreek Loop in Manor (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A642962",2/15/15 12:24 PM,"Briarcreek Loop in Manor (TX)","Stray","Injured","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
4.0,2012.0,"A643035",10/11/16 9:41 AM,"12900 Dessau Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","German Shepherd/Labrador Retriever","Black","false"
4.0,2012.0,"A643035",10/11/16 9:41 AM,"12900 Dessau Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","German Shepherd/Labrador Retriever","Black","false"
3.0,2013.0,"A643035",1/22/16 6:53 AM,"Parmer/ Harrias Branch in Austin (TX)","Stray","Normal","Dog","Neutered","Female","German Shepherd/Labrador Retriever","Black","false"
3.0,2013.0,"A643035",1/22/16 6:53 AM,"Parmer/ Harrias Branch in Austin (TX)","Stray","Normal","Dog","Neutered","Female","German Shepherd/Labrador Retriever","Black","false"
6.0,2009.0,"A643052",12/27/14 2:26 PM,"5608 Southwest Pkwy in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Longhair Mix","White/Orange Tabby","false"
0.0,2014.0,"A643090",10/21/14 11:59 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Boxer/Jack Russell Terrier","White/Tan","false"
2.0,2012.0,"A643098",1/5/14 12:18 PM,"Walsh Tarlton Ln & Pinnacle Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","West Highland Mix","Tan","false"
7.0,2010.0,"A643131",3/20/17 11:05 AM,"4602 E Stassney in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Mastiff Mix","Tan/White","false"
6.0,2010.0,"A643183",1/18/16 2:09 PM,"8412 Garcreek C in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown/White","false"
2.0,2012.0,"A643201",4/19/14 1:34 PM,"Del Valle (TX)","Stray","Normal","Dog","Neutered","Female","Staffordshire Mix","Brown Brindle/White","false"
7.0,2008.0,"A643231",4/6/15 5:05 PM,"2727 Exposition Blvd in Austin (TX)","Stray","Normal","Dog","Intact","Male","Belgian Malinois","Brown/Black","false"
3.0,2011.0,"A643280",1/27/14 5:11 PM,"Bastrop (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Blue Cream","true"
3.0,2011.0,"A643280",1/27/14 5:11 PM,"Bastrop (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Blue Cream","true"
4.0,2009.0,"A643282",11/8/13 6:14 PM,"2200 Wheless Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull/Labrador Retriever","Brown","false"
5.0,2009.0,"A643282",11/8/13 6:14 PM,"2200 Wheless Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull/Labrador Retriever","Brown","false"
3.0,2010.0,"A643282",3/22/14 11:04 AM,"Gaston & Wheless in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull/Labrador Retriever","Brown","false"
4.0,2010.0,"A643282",3/22/14 11:04 AM,"Gaston & Wheless in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull/Labrador Retriever","Brown","false"
3.0,2011.0,"A643323",9/23/14 11:04 AM,"Thompson Lane in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Tan","false"
2.0,2012.0,"A643331",1/31/14 3:52 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Rhod Ridgeback Mix","Red/Brown","true"
3.0,2012.0,"A643340",9/28/14 11:16 AM,"14912 Fagerquist Dr in Del Valle (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","true"
2.0,2012.0,"A643340",9/28/14 11:16 AM,"14912 Fagerquist Dr in Del Valle (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false"
3.0,2012.0,"A643340",5/29/15 1:04 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","true"
2.0,2012.0,"A643340",5/29/15 1:04 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","Fawn/White","false"
6.0,2009.0,"A643354",12/13/15 11:56 AM,"907 Valdez St in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Torbie","false"
4.0,2010.0,"A643401",10/27/13 4:52 PM,"2203 Lindell in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown/White","true"
3.0,2010.0,"A643401",10/27/13 4:52 PM,"2203 Lindell in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown/White","true"
1.0,2013.0,"A643402",12/24/13 3:59 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Border Collie/Pit Bull","Black/White","true"
5.0,2010.0,"A643424",10/27/15 12:49 PM,"11001 S 1St St in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black/White","false"
0.0,2014.0,"A643507",1/4/14 5:29 PM,"Comal And Cesar Chavez in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Brown Brindle","false"
0.0,2014.0,"A643529",3/20/14 1:36 PM,"5420 Killingsworth in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog Mix","Red/White","true"
0.0,2014.0,"A643531",3/23/14 3:02 PM,"Pflugerville (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Tricolor","false"
6.0,2008.0,"A643541",5/21/14 12:42 PM,"Parmer And Lamplight Village in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Tricolor","true"
8.0,2007.0,"A643546",4/28/15 11:55 AM,"W William Cannon Dr & Manchaca Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rottweiler","Black/Red","false"
3.0,2011.0,"A643703",3/8/14 5:31 PM,"1817 Wooten Park Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Cocker Spaniel Mix","Yellow","false"
7.0,2008.0,"A643733",2/15/15 11:37 AM,"Parkfield Dr & Neans Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black/Tan","false"
10.0,2013.0,"A643741",3/24/17 4:22 PM,"7600 Metropolis Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Great Dane Mix","Black/White",
7.0,2007.0,"A643742",2/20/14 2:16 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","St. Bernard Rough Coat/Labrador Retriever","Black/Brown Brindle","false"
12.0,2002.0,"A643842",10/15/14 11:29 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Gray Tabby/White","true"
5.0,2010.0,"A643862",10/30/15 1:10 PM,"Catalina Dr And Burleson Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Beagle/Australian Cattle Dog","Red Tick/Brown","false"
5.0,2010.0,"A643862",10/30/15 1:10 PM,"Catalina Dr And Burleson Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Beagle/Australian Cattle Dog","Red Tick/Brown","false"
5.0,2010.0,"A643862",8/23/15 11:50 AM,"Burleson Rd & Santa Monica Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Beagle/Australian Cattle Dog","Red Tick/Brown","false"
5.0,2010.0,"A643862",8/23/15 11:50 AM,"Burleson Rd & Santa Monica Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Beagle/Australian Cattle Dog","Red Tick/Brown","false"
6.0,2009.0,"A643975",4/8/15 11:56 AM,"8813 Francia Trl in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Blue/White","false"
5.0,2008.0,"A643991",10/20/13 12:41 PM,"Brody And 162 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Dachshund Mix","Brown/Black","false"
6.0,2009.0,"A644113",7/4/15 9:11 AM,"Capistrano Trl in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Yorkshire Terrier","Tan/Blue","false"
5.0,2010.0,"A644165",12/22/14 5:10 PM,"11039 Maha Loop in Travis (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd Mix","Brown/Black","false"
3.0,2011.0,"A644188",10/9/14 2:42 PM,"11500 Maha Loop in Austin (TX)","Stray","Injured","Dog","Neutered","Male","Labrador Retriever","Black","false"
2.0,2011.0,"A644194",12/6/13 11:19 PM,"1206 Cullen Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Great Pyrenees","White","false"
3.0,2011.0,"A644204",2/10/14 11:42 AM,"45Th And Duval in Austin (TX)","Stray","Sick","Cat","Neutered","Male","Domestic Shorthair Mix","Cream Tabby","false"
3.0,2013.0,"A644226",6/1/16 12:03 PM,"1901 E. 51St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Queensland Heeler Mix","Tan/Tricolor","false"
4.0,2011.0,"A644228",12/17/15 11:52 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","German Shepherd Mix","Sable","true"
5.0,2011.0,"A644228",12/17/15 11:52 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","German Shepherd Mix","Sable","true"
5.0,2010.0,"A644228",12/30/15 11:41 AM,"Cedar Park (TX)","Owner Surrender","Normal","Dog","Neutered","Female","German Shepherd Mix","Sable","true"
6.0,2010.0,"A644228",12/30/15 11:41 AM,"Cedar Park (TX)","Owner Surrender","Normal","Dog","Neutered","Female","German Shepherd Mix","Sable","true"
7.0,2008.0,"A644301",11/17/14 11:04 AM,"1616 Royal Crest Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","false"
8.0,2008.0,"A644301",11/17/14 11:04 AM,"1616 Royal Crest Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","true"
6.0,2008.0,"A644301",11/17/14 11:04 AM,"1616 Royal Crest Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","false"
7.0,2008.0,"A644301",2/23/15 11:49 AM,"2015 E Riverside Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","false"
8.0,2008.0,"A644301",2/23/15 11:49 AM,"2015 E Riverside Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","true"
6.0,2008.0,"A644301",2/23/15 11:49 AM,"2015 E Riverside Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","false"
7.0,2008.0,"A644301",1/20/16 11:01 AM,"The Current Apts, Willow Creek And Oltorf in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","false"
8.0,2008.0,"A644301",1/20/16 11:01 AM,"The Current Apts, Willow Creek And Oltorf in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","true"
6.0,2008.0,"A644301",1/20/16 11:01 AM,"The Current Apts, Willow Creek And Oltorf in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black","false"
4.0,2011.0,"A644349",4/1/15 3:23 PM,"4506 Southwest Dr. in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown Brindle/White","false"
6.0,2008.0,"A644391",10/29/14 7:51 AM,"1100 E Oltorf in Austin (TX)","Stray","Injured","Cat","Neutered","Male","Domestic Shorthair Mix","Cream Tabby","true"
6.0,2011.0,"A644452",12/3/16 11:20 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","true"
5.0,2011.0,"A644452",12/3/16 11:20 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","true"
6.0,2011.0,"A644452",10/7/16 5:55 PM,"1156 W Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","true"
5.0,2011.0,"A644452",10/7/16 5:55 PM,"1156 W Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","true"
3.0,2011.0,"A644472",6/6/14 11:40 AM,"4106 N Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd/Chinese Sharpei","Black/Tan","false"
5.0,2011.0,"A644479",12/10/15 11:32 PM,"8221 N Ih 35 in Austin (TX)","Public Assist","Sick","Cat","Neutered","Female","Domestic Shorthair Mix","Blue","true"
5.0,2009.0,"A644507",4/14/14 5:57 PM,"E. Riverside Drive & Montopolis Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","West Highland Mix","White","false"
5.0,2009.0,"A644510",9/10/14 6:39 PM,"12201 Renfert Way in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Chinese Sharpei Mix","Tan","false"
3.0,2010.0,"A644525",12/15/13 12:10 PM,"S 1St St/Oltorf in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","false"
3.0,2010.0,"A644525",12/15/13 12:10 PM,"S 1St St/Oltorf in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","false"
12.0,2002.0,"A644541",3/26/14 5:28 PM,"1009 Ruth Ave in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Golden Retriever Mix","Tan","false"
4.0,2012.0,"A644572",12/26/16 7:30 AM,"1420 E. Anderson in Austin (TX)","Stray","Injured","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black/Tan","false"
0.0,2013.0,"A644592",10/10/13 11:15 AM,"1815 Gracie Farms Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
6.0,2008.0,"A644654",11/11/16 10:24 AM,"Teri Road in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
8.0,2008.0,"A644654",11/11/16 10:24 AM,"Teri Road in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
6.0,2008.0,"A644654",5/5/14 4:22 PM,"2102 Donahue in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
8.0,2008.0,"A644654",5/5/14 4:22 PM,"2102 Donahue in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
9.0,2007.0,"A644724",3/14/16 12:59 PM,"Cedar Park (TX)","Owner Surrender","Injured","Dog","Intact","Male","Shih Tzu Mix","Brown/White","false"
4.0,2011.0,"A644725",9/8/15 2:05 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","American Bulldog Mix","White/Brown","false"
3.0,2011.0,"A644876",8/28/14 7:22 AM,"Lady Elizabeth/Ginger Spice in Travis (TX)","Stray","Normal","Dog","Intact","Male","Miniature Poodle/Cairn Terrier","White","true"
4.0,2011.0,"A644987",5/9/15 7:23 PM,"3500 Greystone Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Maine Coon Mix","Gray","false"
5.0,2011.0,"A645000",9/14/16 12:59 PM,"Decker Ln And Loyola in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown/White","false"
6.0,2008.0,"A645075",11/24/14 6:51 PM,"Travis (TX)","Owner Surrender","Normal","Dog","Intact","Male","Labrador Retriever Mix","Chocolate","false"
5.0,2009.0,"A645101",4/6/14 12:07 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Rottweiler Mix","Black/Tan","true"
